Speed_kmh,Battery_State_%,Battery_Voltage_V,Driving_Mode,Road_Type,Traffic_Condition,Road_Gradient,Weather_Condition,Temperature_C,Wind,Vehicle_Weight_kg,Passenger_Count,Distance_Travelled_km,Energy_Consumption_kWh
89.83742809514399,57.66081773341618,312.41601865478106,Sport,3,3,Flat,4,22.279616044227165,High,2001.181687716376,66,45.53978219872408,12.052701702422915
38.110415431334,51.07417769822856,350.7047659047678,3,Highway,Heavy,Descending,Rainy,4.001263059889606,High,1930.3426060976617,32,38.434216028358925,10.3035318977161
0.0161631605382384,85.65403067208564,301.873029206042,Normal,3,Medium,Ascending,3,30.17056312967153,Medium,2392.4116949492327,53,32.15842567856952,4.858111653316629
61.33549670846757,56.09312029500767,339.1601880921555,3,Highway,3,Flat,Rainy,16.378062253868485,Low,1490.6480278921913,43,30.23542314488262,7.853329085537799
5.622229023312375,68.29156196047903,307.4842821471405,3,Rural,Heavy,Ascending,3,39.640272470421074,Medium,1930.91493737965,45,22.736281331485568,6.121219414470381
33.14034693850794,91.64160963046608,347.51471801568823,Sport,Rural,Heavy,Descending,4,-3.8692676415397456,High,1905.6174254458224,27,7.31268048630721,6.696408185891189
84.83717849468594,89.2986898287138,342.1681646852894,Sport,Highway,3,Flat,4,3.537362928390632,Low,1306.748504604217,60,38.96404659517544,9.915802095342835
7.522754594623904,91.2337763023332,344.4385026638056,3,Highway,Heavy,Descending,Cloudy,26.033341025217915,High,2411.677722286143,47,23.918381292590432,3.539492587917388
100.72061908272028,41.60039971720112,304.5331302047994,Sport,3,Medium,Ascending,4,26.283088593650145,High,2110.3051519404803,49,31.319726574468653,12.143701309239464
0.4583907190299729,22.798599064645025,336.1616341281832,3,Highway,Heavy,Flat,Rainy,21.198470098762524,Low,2354.5376045838434,23,18.763359922780776,5.29110158899237
29.618864304228268,40.885343991626335,375.6483849099917,3,3,Heavy,Descending,Rainy,38.73820129107829,High,2477.2986029721105,10,10.116063712053672,5.44349069267198
88.90848673824857,42.29658764965669,336.891437335362,3,Highway,Medium,Descending,4,13.689175392397004,Low,1823.550150987569,43,40.3447723430343,9.15108250690218
37.952417967516816,92.74882613799744,371.517195260958,Normal,Rural,3,Descending,Rainy,13.766656543038373,Medium,2244.7577947119257,42,17.185750298132128,4.79120256207853
12.227086567921624,71.93941862703765,336.94787236337334,Sport,3,Heavy,Descending,4,35.9714363450878,Medium,1950.827656260952,45,43.34733344567345,6.568445609840438
43.22807025605135,26.536316768178303,342.32394414901864,Sport,3,Medium,Flat,Cloudy,19.22988018985648,Medium,2470.259963443837,53,48.28967263588182,9.796015556673057
32.447194366143066,30.83028768088809,356.3892112829266,3,Rural,3,Flat,Cloudy,10.91774477135202,Medium,1521.3906593399936,55,41.51642750763112,7.08677796135582
101.12542825926658,32.45409004335804,395.06819368070825,Sport,3,Medium,Ascending,4,27.35220936252366,Medium,1217.962322287474,24,6.49408846001345,11.147602658991469
37.601750110217175,70.43373985351386,310.8860446646655,3,Rural,Heavy,Descending,Cloudy,22.88517781843873,Medium,1441.731842647392,55,42.76504527513643,7.0573102695058045
94.67189661312086,78.83312204056026,303.2913768661174,Sport,Rural,Medium,Ascending,4,8.788452262896618,High,1366.4244166113835,39,26.015955488120294,10.611606077316974
107.02465737728816,88.77151284523168,360.7957183810045,Sport,Rural,3,Descending,Rainy,8.406795913654705,High,1768.0380047271256,27,12.146438884792556,10.3610296581218
52.05809034918354,95.25092406449944,394.9097088928426,3,Highway,3,Descending,4,12.802575888726466,High,1300.633264874209,22,4.748486077944668,5.350501383629159
109.19317726252704,36.13636459091534,398.9723132554715,Sport,Rural,3,Ascending,3,-1.7770970452912866,High,1486.2570582817052,18,13.997640972582742,11.752313421133302
45.27816647558314,44.781798777923925,348.4164247392002,3,3,Medium,Ascending,3,37.41776061194376,Medium,1325.1456446822622,29,6.957611400593123,5.71021105799679
115.68940997881298,39.22583045958645,346.80816210850986,Normal,Highway,Medium,Flat,4,3.235901808849928,Low,1832.7786117354497,24,1.3796646518514932,10.277919275362706
10.714742943068751,48.700925397291016,364.4963770745196,3,Rural,3,Ascending,4,3.722093604747423,Low,1546.810193712192,58,49.38944102079397,7.902831524163862
82.44231198038914,93.17320859389996,355.56347572049697,Sport,Rural,3,Ascending,4,24.11672822576849,Medium,1812.3094876322,58,41.59395819531102,11.2391577354925
59.25768485483144,66.00900535514893,363.4088057614118,Normal,Rural,3,Flat,Cloudy,27.591117128491504,Medium,1315.5545300578196,47,36.9735682285333,10.582493902087425
46.51785665467765,79.05535178595993,387.3999425537894,Normal,3,Heavy,Descending,3,28.15759568199426,Medium,1871.931865819548,25,9.73138718254461,5.529531285660885
75.9254254498321,59.20953889014256,374.6306169487609,3,Highway,Heavy,Descending,4,11.878376057690396,High,1369.0899624152448,31,1.4840483036473533,9.57216534924072
84.46285099611974,22.30863306688996,349.6877391686796,Normal,Highway,Heavy,Ascending,4,34.29980288094665,Medium,1329.1503868464677,42,24.311673740477083,9.312349900827677
0.5235923580370905,25.135638879825144,346.18644590001696,3,Highway,3,Flat,Rainy,19.479957778662,Medium,1603.0254158524772,33,37.11055205382251,7.852141863983689
20.034370649663845,63.03384250143086,363.9601748513116,Sport,3,Heavy,Ascending,Rainy,14.736439847314998,High,2336.7427194013726,43,48.14558443165215,9.21536295233619
85.56552607611825,77.50312278560205,345.5706284420298,3,Rural,3,Descending,Cloudy,31.467390738955032,Medium,2225.077823805573,41,42.20979606129742,10.001288508659036
79.96624962938478,37.22644220229852,345.777935126564,Normal,Highway,Medium,Ascending,Cloudy,5.960256215072697,Medium,2446.894742989156,58,44.68576756412842,10.881985476697956
115.92570061544126,77.75276591938433,301.6305901786505,3,Rural,3,Flat,3,33.70834495459836,High,1798.253843700708,26,12.0092711122773,10.481489170802814
91.32453483009397,84.853261878681,317.40641374073084,3,3,3,Flat,3,19.247322755421735,Medium,1606.1738499386106,8,7.850768279406099,7.826709195419165
114.09272492776056,52.9517982689689,348.8513639995753,Sport,Highway,Heavy,Descending,4,35.50261709529114,High,2462.178751413576,12,12.46431032765925,10.228197428837143
84.30486018417683,79.7135386275284,382.2653459050369,3,3,Medium,Ascending,3,4.072563897509163,High,1696.2985017482065,23,7.015115715592211,8.469874214667954
35.76626503673318,52.32239602627679,327.8727006727124,Sport,Highway,Medium,Flat,4,37.12283842010916,Medium,1211.8344280822705,41,39.94434280321843,8.700090997727651
12.643790670102778,74.2680503564016,352.2643433131149,Normal,Highway,Medium,Flat,Cloudy,25.95445338875756,Low,2266.141197955274,37,45.16184874219469,7.307512092661228
93.81886360139228,81.11976394556345,334.4962084759232,Normal,Rural,Heavy,Ascending,Cloudy,22.82478370610735,High,1419.9737032565574,38,15.43636711045985,9.224461766556294
77.29790657710991,99.35412946464886,310.4803989539589,3,3,Heavy,Ascending,Cloudy,13.993038376735331,High,2133.2861571375715,46,43.85861652866031,10.340969057953414
5.782321487195548,47.631732965087686,395.8298483071301,3,Highway,Heavy,Descending,Rainy,38.03417499845759,Low,1219.658457588068,21,2.8462554899297787,4.876572322363352
43.2060559081174,52.88326244596892,385.4673870250302,Normal,Highway,Heavy,Ascending,3,14.976383274018076,Medium,1344.287213342306,43,33.90009132739612,8.588989029051652
114.81597785811434,33.24960475281371,307.84924244669065,Normal,3,Heavy,Ascending,Cloudy,17.434432860140912,Medium,1828.6326192845609,30,26.421911173800027,11.59698840313413
60.04813748522415,36.32584467214456,371.9787262468285,Normal,Rural,3,Descending,Cloudy,30.167414886339067,High,1288.267434423774,35,13.909490451427136,6.746085863635573
51.92749632236456,75.47160020787021,334.75799043575,3,3,Medium,Descending,Cloudy,7.817909332571775,Low,2355.220164393082,46,38.43323465753772,9.137619991515892
54.92395261911528,93.36364721235807,399.4849807061793,Normal,Highway,Heavy,Flat,3,8.117289076620631,Medium,2174.8297796491333,19,10.681159344191745,5.527272490283655
25.06592688061965,51.568396132899245,330.2398519828978,3,3,Medium,Flat,3,29.8883959429549,Medium,1626.640905626221,18,20.86585942263505,6.538169616043007
44.24486050377543,34.3875557468433,323.87384453626,Normal,Rural,Heavy,Ascending,Rainy,0.786090513554857,Medium,1976.7765387157149,43,35.52198087003686,9.010626144115571
44.37759071846119,42.80795995063953,356.7890548305405,Normal,Rural,3,Descending,Rainy,32.03340341318605,High,2130.184755829033,20,16.977626158978918,8.166680200494277
6.282602422496688,56.40413638465109,383.5126163343204,3,Rural,Medium,Ascending,Rainy,23.13287537394317,High,2182.0189452162854,46,42.78247326092732,7.278272326072086
92.1081154221502,43.25202634922947,319.2518871819798,Sport,Rural,Heavy,Ascending,Rainy,19.2587694881472,Low,1714.3787408342414,56,43.284807830918005,12.540242699184638
49.98053182846548,38.6863266497493,370.94027697193314,3,Rural,3,Flat,Cloudy,5.309922198094668,Low,2368.440286957051,12,10.206267944428165,6.835302057425587
98.6615864179708,78.87875910056636,306.14065831411216,Sport,Rural,3,Ascending,4,30.3865676204984,Low,2424.3201490610672,36,22.075460434387463,9.172039765324431
102.04176013438745,20.627593699249857,391.8934743110497,3,Rural,Medium,Ascending,Rainy,31.222889027893714,Medium,1454.4298265938226,24,21.65743090015993,11.443272488438588
25.43928656383897,63.13844218691865,308.1074916147299,Sport,Highway,Heavy,Descending,4,16.7323840544433,Medium,2384.6104396608425,42,20.561252251509703,4.361634537022763
78.88241786041543,83.50134456238031,391.42313763441626,Sport,3,3,Ascending,Cloudy,12.512603868574397,Medium,2126.484664303044,22,25.1484096954953,8.962841117450026
56.6738164995578,41.29826290539746,349.0807249452703,Sport,Rural,3,Ascending,Cloudy,6.077282688577292,Low,2354.5794833785967,25,3.810879072859923,7.965740664902294
105.6188085505782,68.26332084896138,344.809111279592,3,3,3,Descending,3,28.940530769012877,Low,1752.180548717055,44,43.51549476717611,12.152200579345404
25.88888150117449,73.51200844948943,397.33070795003766,3,3,Medium,Ascending,4,23.77533654070178,Low,2059.556804041338,30,14.566747439820253,5.57949487858374
81.3375840372053,72.4019757124072,399.0384177698219,3,Highway,Medium,Descending,4,4.298396321508598,Medium,1505.9937117279198,8,0.1904384333452138,7.275334291424041
72.9302546703267,55.66797073589741,365.0178125961012,Sport,3,Heavy,Flat,Cloudy,30.75106358582053,High,2176.432278115698,29,34.286686240183634,9.403842025548585
35.43617730861993,47.72623903006234,312.71192918570483,Sport,3,Heavy,Ascending,3,34.69923910113068,Low,1956.2535540912183,26,32.55855697966761,7.33068866312424
16.392108438140713,86.87392584222508,350.6170085655202,3,Rural,Medium,Ascending,Rainy,-2.3338731763289355,Low,1825.2286454562225,45,49.15979444205454,6.700808608047893
78.19677125727318,80.67567655998914,352.91631009556625,3,Rural,Medium,Ascending,Rainy,29.758928711081857,High,2100.48609335481,45,35.990435998931524,10.12735924325885
88.63169497587968,45.700413873113,351.44464281353095,Normal,3,Medium,Flat,3,33.37608700424436,High,1918.0488524645248,13,16.702034796998284,9.534668266010726
37.875281251602,28.241535555376487,356.94918385200094,Normal,Rural,3,Flat,3,39.61785547635461,Low,2194.9613338250097,58,47.6356158347406,9.861724140467423
77.37991248267765,25.74460363563753,301.87247137943905,Normal,Highway,Medium,Ascending,Rainy,5.692067452181512,Medium,2315.966886859816,45,18.33075538319217,9.215746595240724
47.41570891338039,27.54207823191489,371.1227281470502,Normal,3,Heavy,Flat,Cloudy,11.695144234641376,Low,2240.788195791374,60,41.08010982678911,9.498527405621118
85.58482599391412,66.62954889536343,371.2394301952989,Normal,3,3,Flat,Cloudy,38.47859914903956,Low,1599.7586209641988,22,16.85013605533477,8.806784782303952
23.905832987286374,24.13297406631917,311.5469775177888,3,Highway,Medium,Ascending,3,-0.7693002367887001,High,2468.9549776327262,18,2.5305448431609574,6.186641601325042
106.82580031634092,46.95414999712307,357.0239442445801,Sport,Highway,Heavy,Descending,Cloudy,18.566852976163936,Medium,2044.663641786274,42,36.7158645636183,10.983193211324163
34.48915157586957,80.25597615313835,356.83611824357746,Sport,Highway,Medium,Flat,Cloudy,17.803506092704946,Medium,1620.5064189090274,34,17.575525444518096,6.779415624184543
44.13431853073835,43.54785332123025,368.24504201904,3,Highway,Heavy,Descending,4,22.294648249652365,High,1255.3551378595862,34,17.01049618186076,7.486788288480325
6.971034249641974,81.06464617441038,308.5397692135081,3,3,3,Ascending,Rainy,9.885667668083054,High,2484.5253326136726,31,35.82099618063836,7.831202867369545
13.381465478553167,79.63736305656442,362.6503307266096,3,Rural,3,Descending,3,36.66631399023061,Medium,1978.7226114756045,18,16.169689267395988,4.923830478361478
61.903428325479375,39.6661706106573,328.0751950746341,Normal,Rural,Heavy,Flat,Rainy,7.152756743158276,Medium,1495.8023412588964,19,5.9888339402299255,7.455535748110105
32.111121207356575,78.30577440741963,350.7002990496172,Normal,Rural,Heavy,Descending,4,24.236298291298105,Low,1838.460941452984,26,20.28506157008971,7.166679953649326
100.25762708906332,79.82213106176806,377.3323552704077,Normal,Rural,3,Descending,Cloudy,17.316716023972127,High,1716.802624365237,44,41.20981757348679,9.205916589994564
1.7632066385944611,51.79631405336215,370.5645936363013,3,Highway,3,Flat,Cloudy,7.000305361603596,Low,2436.774811606723,25,6.597203951522365,5.270274337962246
45.49128584063234,36.833638699321455,311.8903017677993,3,Rural,Heavy,Flat,4,3.4984208075092145,Low,1840.4592287265668,41,27.768590710615463,7.271307377516146
40.48146561229112,61.70166455134953,359.11847871160734,Sport,Rural,Heavy,Flat,Rainy,38.04529559159465,Low,1830.0679651377832,11,6.699738767791319,5.714819210284138
2.319315710112124,93.71180704001571,396.9116530940738,3,3,Medium,Descending,4,20.258115771810367,Low,2232.97962003897,32,2.5542241371301384,4.183540340011448
14.924207880061228,71.16933859456495,315.67694373350025,Normal,3,Medium,Ascending,Cloudy,22.18859105009988,Medium,1708.1850340627532,22,18.99761775080811,4.835628033021546
49.63712099023624,33.83379981018089,385.2907087725415,Sport,Rural,3,Descending,Cloudy,30.230295656889027,High,1455.4738528897772,31,32.928377484880215,9.036670640041846
59.1437501336936,74.62055397868158,370.2548080553777,3,Highway,3,Ascending,Rainy,-1.3448003630097571,High,2198.9183125080426,28,13.821867926494113,7.141403328420637
48.51476967058429,54.176242182546765,377.400331290976,Sport,Rural,Medium,Ascending,Cloudy,27.11939205085504,High,2383.141229335659,45,22.34198427209714,7.405308634690475
63.712521409451256,67.32230378842985,328.1958327142645,Sport,Highway,Medium,Descending,Rainy,2.431306190754417,Low,1259.4441234784808,50,24.617413144681823,8.595155809786915
71.41580098868178,78.72512280184864,328.78889293798426,3,3,3,Flat,3,28.32164882844052,Low,2317.870079187027,34,42.08038503896062,9.75777735180898
1.1908585353402756,61.19578812115559,390.6019455776488,Normal,Highway,3,Ascending,Cloudy,1.3597902232319772,Low,1769.2221545627249,36,40.96706249942704,7.638887898387635
55.691419134420464,85.11871796586469,335.98320320925586,Normal,Rural,Heavy,Flat,Cloudy,32.46221649431183,Low,1575.873521243282,20,0.2171257715610224,6.442761086705637
115.6199089065106,77.77244634533022,306.30153906928103,Sport,3,Heavy,Descending,Rainy,25.64573173271556,Medium,1250.9344383151188,26,20.75455781153655,10.07577363842658
62.28387361554584,69.20586720148086,360.059670357945,3,Rural,3,Flat,3,12.365062998358916,High,1467.179600814895,34,32.83894249480498,9.143355883464912
81.30507209507438,32.06342526658812,312.48176690418427,3,Rural,Medium,Flat,Cloudy,11.147549975616254,High,1632.730741193998,57,42.63456891102355,11.686647737979309
37.42366295002599,86.87592887292547,379.6596241407908,Normal,Highway,Heavy,Ascending,Cloudy,1.7026178600163808,High,1291.889515369512,30,2.5399993875578617,6.632574695783738
92.8789653783315,94.87244682558529,364.17464425010576,3,Rural,3,Ascending,3,35.68240100947524,Medium,1445.4270844397652,49,31.44959108870473,10.426676347346888
92.75057782513382,30.957209904743586,387.4726505221208,3,Rural,Medium,Descending,Cloudy,0.3338172781965589,Medium,2157.892575122766,62,42.11677292854915,10.808783148378184
62.55552571849668,59.059290354674445,378.4837249782635,Sport,3,Medium,Descending,Rainy,16.243482483810652,High,2092.9190611028303,22,12.828293427110378,7.076115833395748
117.12165879350565,40.71109935764036,311.21136483381963,3,Highway,3,Descending,3,5.6433304655411565,High,2200.79059241103,11,10.342290935196166,11.838094903703055
15.066025771518404,80.36186459404517,338.10706764344224,3,Highway,Heavy,Ascending,3,39.83473786085617,Medium,1414.835114420525,31,23.44568444156948,6.338744098541764
2.033719786749719,77.730370880376,377.4560249914587,3,3,Heavy,Flat,4,21.36298231834142,Medium,1255.9392164863252,41,48.13272113049979,6.586265817879003
92.41898541085152,31.270809645631896,341.7341473266326,Normal,3,3,Ascending,Cloudy,1.731302652595577,Low,1809.166832610823,35,34.67503108594696,12.352486100238522
96.8586644837859,90.16218170093096,397.2365484779978,Normal,Highway,Medium,Flat,3,25.04037989298132,High,1645.6201556392998,45,21.281803818938503,9.477561677695215
14.424867494469147,34.47784511824018,373.57404498934494,Sport,3,Heavy,Ascending,3,39.62240577501481,Low,2209.7530039399203,17,1.141053717213942,4.901110745241429
31.869939955032727,83.7807220518486,301.5499916690321,Normal,Highway,3,Descending,3,22.226947627691832,Medium,1900.474786998309,47,27.88062058555041,7.71013046138003
2.106283603995469,56.55842877024039,387.9985691560837,Normal,3,Heavy,Ascending,4,15.582059255028753,Medium,2410.534402875752,28,17.5045212896661,5.592754624468757
35.197033293667765,46.2617834846521,310.0804784868558,Normal,Highway,3,Flat,Cloudy,8.197155472839459,High,1279.5683082503556,24,9.367110743436523,6.802658674037637
92.77702487024058,32.65914101393708,314.0523724180086,Normal,Highway,Heavy,Ascending,3,-0.8544463327054421,Low,1672.7792748810696,20,25.05739029989121,10.373454270592095
62.15526332550947,33.409140491730355,373.4492400611051,Sport,3,Heavy,Descending,Cloudy,5.271083454544941,Low,1726.8127818659236,35,17.134993434963526,8.906734670042189
41.77147118019457,72.95124437607203,386.496855943048,3,Rural,Heavy,Ascending,3,19.91293508041932,High,1363.6562642780375,32,2.0323616713172448,6.178697823662304
44.608715388759634,64.03443103576964,353.6349627899556,3,Rural,3,Flat,Rainy,28.9203564392312,Medium,1957.9206459392751,54,36.30275040956025,9.141127808751524
0.1624350858561785,29.76683373209862,328.9049732945779,3,3,3,Descending,3,34.50689006033424,Low,1252.2631781478078,51,36.655887706128965,7.101588940871968
35.976063307828305,29.015828835066017,335.13155452531754,Sport,Highway,Medium,Flat,3,30.71705126677017,High,2126.5426671175637,30,30.9796893429604,7.880891842421817
77.57504899655166,25.78484598182332,334.28893295960563,Normal,3,Heavy,Flat,4,0.6459340617587959,High,1248.6761089951797,44,42.05695060946195,10.40558620976831
116.90333325796286,79.50138778988352,332.6678103809512,Sport,Rural,Heavy,Descending,3,29.805694825587103,Medium,2335.51367272656,19,10.238759034672206,8.935140833398558
101.64729923806794,76.95056681834313,324.290967182165,Sport,Highway,3,Descending,Rainy,21.172204576561253,High,1284.5350630522466,41,14.381457425545118,8.420400820373663
2.831395757463495,24.674479268366014,360.8867094629233,Sport,Highway,Heavy,Flat,3,16.109840087717068,Low,1793.2542392985724,19,22.98692356554561,7.118296014388678
107.82727256098072,64.82160604775784,390.04053185650673,3,Highway,3,Flat,Rainy,20.77438533124363,High,1402.0010184684163,4,3.102741680960267,8.404259611597759
93.98380959583513,26.77409241941519,330.7082413083341,Normal,Rural,Medium,Flat,Rainy,-4.636610205238062,High,1373.0589186955565,39,44.188934417417535,13.38944279082672
93.64513482851766,92.29966164871531,318.6694297461412,3,Rural,Heavy,Flat,Rainy,-1.9521390663037932,Medium,2137.580395957358,22,24.5823675345351,10.244211918728016
54.95949108042858,92.5693935344106,383.8577666371425,Sport,Highway,3,Descending,4,18.663217558284156,Medium,2206.526354525262,14,16.300695789644774,7.002024986664859
47.76063515454034,75.85863918505041,374.1783330889704,Sport,Highway,3,Descending,Cloudy,2.812866226670092,High,2160.9588132104336,20,23.950376023415156,7.41294867616505
36.34988745998312,94.095113715156,393.08370315599103,3,Rural,Heavy,Ascending,Cloudy,19.549342846004496,Medium,1725.1894066442178,32,16.323978104638304,6.068385505291041
7.883383074523893,84.91624243309525,316.551973560491,3,Rural,Medium,Descending,Rainy,10.939610734366685,Medium,2488.021848267584,26,14.384544679590968,4.321714027221558
27.38824361924389,86.28308607416395,314.42513141165915,3,Highway,3,Ascending,4,35.833540930363874,Medium,1641.9595928624572,39,22.456120118926023,5.718007942325242
29.592436197362957,65.57662804559466,354.14293943049967,Normal,3,Heavy,Flat,4,37.735754228700415,Low,1518.8634294888432,26,24.1470431520149,5.649020888901555
58.08924836522419,44.48473585729407,361.4433654835095,3,3,Medium,Ascending,Cloudy,39.09028508808338,Medium,2495.4570481401406,22,21.72393512927665,7.246204952002877
89.69332879160328,37.42392920931373,348.01734418595896,Normal,3,3,Descending,Rainy,35.45220981472684,Medium,2470.4598468641734,29,27.44175456498927,10.665410555629542
56.85717940775359,46.176001763114336,359.8966636323876,Normal,Rural,Medium,Ascending,Cloudy,39.36508830365498,Low,1969.38676683016,45,39.19061221401411,9.406508796283129
6.941333933659273,70.27963440712497,318.0379768875071,3,3,3,Flat,Cloudy,26.77662065827128,High,1471.7509317724562,27,2.957682764067593,5.003859572411352
114.93477611858448,33.81252286659191,347.9613754164083,Sport,3,Heavy,Descending,4,38.22440259554732,Medium,1510.0485035956171,44,40.59478246196328,12.076855144544249
113.12691829129346,40.69121893098573,365.8092560939668,Sport,Rural,Heavy,Descending,4,23.88066094555722,Medium,1877.1510786206093,28,11.503866178573448,11.6750984564875
94.222745177809,57.44486902363715,343.2706449248704,Normal,3,Heavy,Flat,3,31.414639309857407,Low,2208.9341655458475,17,12.67943653619767,7.601020711365071
118.95934818770648,38.644007881969245,367.94473358165976,Normal,Highway,Medium,Descending,4,0.9359496725669628,Medium,1300.6903877239474,37,30.013377804434203,10.810343746474828
65.33787993603156,67.09149357728492,345.11912805538395,Normal,Rural,Medium,Flat,4,25.71698144211511,High,2093.9715206985647,49,48.78599800851406,10.310317721865056
115.53220203038472,93.8540822765064,333.35995808422774,Sport,Highway,Heavy,Ascending,Cloudy,36.89964892008668,Medium,1334.0441041218694,15,0.9682267442696838,7.56323597732226
9.072604874010093,79.84714925625012,330.36050470870924,Normal,3,3,Flat,4,19.30217086897432,Medium,2297.3439677327806,31,33.68936612175283,7.378986621979529
